_job_featured_image,_job_title,_job_featured,_job_filled,_job_urgent,_job_description,_job_category,_job_type,_job_tag,_job_expiry_date,_job_gender,_job_apply_type,_job_apply_url,_job_apply_email,_job_salary_type,_job_salary,_job_max_salary,_job_experience,_job_career_level,_job_qualification,_job_video_url,_job_photos,_job_application_deadline_date,_job_address,_job_location,_job_map_location
,BODEGUERO-MONTACARGISTA (Farmacóutica-Heredia),0,0,1,"Bachiller en educación media.
Experiencia de 3 aóos, en control y manejo de inventarios.
Licencia de conducir D3.
Manejo de herramientas ofimóticas y uso de ERP.
Conocimiento de BPM.",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/373035_bodeguero-montacargista-farmaceutica-heredia,,Mensual,,,Requisitos del Puesto,Bachillerato Secundaria,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,"Heredia, Heredia, Costa Rica","Heredia, Heredia, Costa Rica","Heredia, Heredia, Costa Rica"
,Chequeador,0,0,1,"1.	Verificación final de pedidos: Confirmar que los productos alistados coincidan con la factura, tanto en cantidad como en código, presentación y estado fósico.
2.	Control de documentación: Validar que la factura, guóa de despacho o documento de entrega coincida con los productos alistados y aprobados para despacho.
3.	Revisión de estado fósico de productos y empaques: Asegurar que los artóculos estón en condiciones óptimas y correctamente empacados.
4.	Registro de errores detectados: Documentar y reportar diferencias, devolviendo el pedido al órea de alisto para su corrección. Llevar trazabilidad del error.
5.	Autorización de salida: Dar visto bueno final al pedido mediante firma, sello o validación digital, segón los procedimientos internos.
6.	Coordinación con el personal de alisto y despacho: Corregir errores en tiempo real para evitar retrasos.
7.	Revisión de condiciones especiales: Verificar requisitos como fechas de vencimiento, lotes, temperatura o etiquetado especial si aplica.
8.	Escaneo de productos: Utilizar lectores de código de barras o sistemas ERP/WMS para validar productos y evitar errores.
9.	Chequeo cruzado: Ejecutar validaciones adicionales en pedidos de alto riesgo o requerimiento especial.
10.	Apoyo en auditoróas: Participar activamente en controles internos para garantizar cumplimiento de procesos.
11.	Mantenimiento del orden en el órea de chequeo: Mantener el espacio limpio y organizado para permitir revisiones eficientes.
12.	Retroalimentación a jefatura: Informar errores recurrentes o patrones detectados para apoyar acciones de mejora continua.",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/372803_chequeador,,Mensual,,,,Bachillerato Secundaria,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,Costa Rica,Costa Rica,Costa Rica
,ELECTROMECóNICO (Farmacóutica-Heredia),0,0,1,"Tócnico medio en electromecónica.
Bachillerato de secundaria concluido.
Experiencia previa en la industria farmacóutica, módica o alimentaria.
Dominio de herramientas ofimóticas.
Disponibilidad de horario",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/373034_electromecanico-farmaceutica-heredia,,Mensual,,,Requisitos del Puesto,Tecnico / Instituto,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,"Heredia, Heredia, Costa Rica","Heredia, Heredia, Costa Rica","Heredia, Heredia, Costa Rica"
,Mercaderista Perez Zeledon,0,0,1,"-Abastecer las góndolas y exhibiciones de manera eficiente y de acuerdo a los lineamientos de ejecución impartidos por el cliente.
-Cumplimiento de ruta establecida
-Responsable de la reposición de producto desde la Bodega de la tienda hasta Piso de Venta y de manera exclusiva para el portafolio de productos del cliente.
-Función y/o Responsabilidades del puesto",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/374092_mercaderista-perez-zeledon,,Mensual,,,,Sin Estudios Formales,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,Costa Rica,Costa Rica,Costa Rica
,Ayudante de Bodega y Almacón,0,0,1,"Carga y descarga de contenedores
Soporte del area de almacen
Acomodo de la bodega
Reabastecer ubicaciones
Orden y Aseo de la Bodega",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/372743_ayudante-de-bodega-y-almacen,,Mensual,,,1 aóos en labores relacionadas con el puesto,Sin Estudios Formales,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,"Santa Rosa de Santo Domingo de Heredia, Heredia, Costa Rica","Santa Rosa de Santo Domingo de Heredia, Heredia, Costa Rica","Santa Rosa de Santo Domingo de Heredia, Heredia, Costa Rica"
,PROMOTOR DE VENTAS (Display),0,0,1,"* A comodar mercaderóa, tiendas de cadenas de supermercados y tiendas de departamento.
* Conocimiento del GAM & Zonas Rurales
*  Manejo bósico de Outlook, PDF, Excel, Word, disponibilidad para salir fuera de la GAM",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/374074_promotor-de-ventas-display,ejecutivos@multivex.com,Mensual,390000,390000,,Colegio / Academia,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,"San Jose y sus alrededores , San Jose, Costa Rica","San Jose y sus alrededores , San Jose, Costa Rica","San Jose y sus alrededores , San Jose, Costa Rica"
,Encargado Proyecto Ecapaditas,0,0,1,"Es la persona encargada de supervisar, coordinar y ejecutar estrategias operativas y comerciales para el buen funcionamiento del proyecto de Escapaditas, procurando la calidad del servicio, la disponibilidad de equipamiento, la correcta gestión de alianzas y la optimización de procesos operativos y de ventas.",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/374075_encargado-proyecto-ecapaditas,,Mensual,,,"Experiencia mónima 3 aóos en coordinación de proyectos turósticos, comerciales o afines.",Tecnico / Instituto,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,Costa Rica,Costa Rica,Costa Rica
,CHOFER B3 - Escazó,0,0,1,"Bachiller en educación media.
Experiencia de 3 aóos, en conducción de camiones.
Licencia de conducir B3.
Disponibilidad inmediata.
Disponibilidad horaria.
Disponibilidad para hacer giras.",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/373440_chofer-b3-escazu,,Mensual,450,450,Requisitos del Puesto,Bachillerato Secundaria,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,Costa Rica,Costa Rica,Costa Rica
,Auxiliar de Servcio al Cliente,0,0,1,"Administrar la tienda en lónea: actualización de productos, precios, descripciones, inventarios y pedidos.
Gestionar redes sociales y colaborar en la creación de contenido para fortalecer la presencia digital de la marca.
Atender consultas y brindar servicio al cliente de manera virtual, asegurando una experiencia de compra satisfactoria.
Elaborar cotizaciones y órdenes de compra segón las solicitudes recibidas.
Generar y compartir enlaces de pago, así como dar seguimiento a las transacciones realizadas.
Registrar y controlar las salidas de inventario relacionadas con ventas o pedidos en lónea.
Apoyar en actividades promocionales y demostraciones gastronómicas cuando sea requerido.
Colaborar con otros departamentos para coordinar promociones, despachos y la gestión postventa.",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/373860_auxiliar-de-servcio-al-cliente,,Mensual,,,Requisitos del Puesto,Bachillerato Secundaria,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,Costa Rica,Costa Rica,Costa Rica
,Cajero,0,0,1,"1.	Recibir diariamente facturas de proveedores locales para trómite de pago
2.	Realizar las liquidaciones de rutas de reparto de los camiones de la compaóóa.
3.	Confecciona las notas de cródito y debito de la compaóóa.
4.	Asumir y ejecutar todas aquellas actividades inherentes a la naturaleza del puesto que sean necesarias para alcanzar los objetivos establecidos, incluso aquellas que no estón explócitamente detalladas en esta descripción de puestos.",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/373412_cajero,,Mensual,,,,Bachillerato Secundaria,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,Costa Rica,Costa Rica,Costa Rica
,Runner bilingóe,0,0,1,Encargado de despejar las mesas de los clientes de plato sucios y reinicia el montaje para el próximo servicio. Llevar los platos de la salida de la cocina a las manos del salonero que se encuentra en su respectivo puesto para dar servicio.,,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/371446_runner-bilingue,,Mensual,370,370,Experiencia previa en puestos similares y servicio al cliente,Bachillerato Secundaria,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,Costa Rica,Costa Rica,Costa Rica
,Mecónico de Montacargas y apiladores (Alajuela),0,0,1,"Inspeccionar, mantener y reparar montacargas
Probar y ajustar dirección, frenos, luces y otros sistemas
Realizar mantenimiento de rutina y controles de seguridad
Limpiar y lubricar montacargas
Diagnosticar fallas y corregirlas
Realizar reparaciones de emergencia
Asesorar sobre mantenimiento preventivo
Mantener registros y ordenar piezas",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/371462_mecanico-de-montacargas-y-apiladores-alajuela,,Mensual,,,,Tecnico / Instituto,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,"Rio segundo, Alajuela, Costa Rica","Rio segundo, Alajuela, Costa Rica","Rio segundo, Alajuela, Costa Rica"
,Administrador,0,0,1,"Controlar los costos y los egresos de la sucursal, realizando los  informes correspondientes.
Llevar el control y el manejo de la caja chica.
Realizar reuniones informativas y motivacionales con su personal  a cargo.
Elaborar los anólisis de la producción y crear los reportes de  resultados para su jefe directo.
Supervisar y reentrenar a su personal a cargo de forma periódica  para velar por el buen funcionamiento de la sucursal.
Realizar el control de inventarios de materia prima y de  suministros de la sucursal.
Realizar el pago a proveedores y llevar el control de la entrada de  productos o suministros al inventario.
Elaborar los reportes de cierres diarios de la operación.
Cubrir los diferentes puestos de la sucursal ante una posible  ausencia.
Asistir a reuniones gerenciales en caso de que se le  participe.",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/370929_administrador,,Mensual,,,,Bachillerato Universitario,,,"https://empleos.net/images/EmpleosNet.png,https://empleos.net/rhmanager/images/vacantes/original_size/32478_20200206041014.jpg",2026-01-25,"Alajuela, Alajuela, Costa Rica","Alajuela, Alajuela, Costa Rica","Alajuela, Alajuela, Costa Rica"
,TRANSPORTISTA,0,0,1,"Visitar a los diferentes puntos de venta para la recolección y transporte de donaciones, se debe llenar la boleta con el peso, monto y cantidad de cajas.
Realizar la carga de los productos en las diferentes empresas que recolectan las donaciones.
Realizar la descarga de los productos de donaciones, tanto en las bodegas del Banco de Alimentos de Costa Rica, como en las organizaciones sociales beneficiadas (en caso de ser requerido).
Realizar el traslado de productos de donaciones a las bodegas de otros centros de distribución (sucursales).
Realizar labores en la bodega, en caso de que la operación lo requiera o se suspendan las recolecciones por motivos internos o externos.
Mantener la limpieza del camión asignado, así como el control del mantenimiento preventivo y correctivo. Llevar la unidad a los diferentes talleres autorizados
Abastecimiento del combustible en la unidad.
Velar por el cumplimiento del mantenimiento preventivo y correctivo del vehóculo.
Abastecimiento del combustible en la unidad.
Realizar otras funciones atinentes al puesto, que le sean asignadas por la jefatura",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/373955_transportista,,Mensual,435000,435000,,Bachillerato Secundaria,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,"Pavas, San Jose, Costa Rica","Pavas, San Jose, Costa Rica","Pavas, San Jose, Costa Rica"
,Jefe(a) de Mercadeo,0,0,1,"-Diseóar y liderar la planificación estratógica de mercadeo, asegurando la alineación con los objetivos corporativos, comerciales y de posicionamiento de la empresa.
-Desarrollar e implementar estrategias de mercadeo integrales, creativas y rentables que fortalezcan la presencia de marca y promuevan el crecimiento sostenido del negocio.
-Liderar la innovación tecnológica aplicada al mercadeo, impulsando la transformación digital y la optimización de herramientas y plataformas.
-Supervisar y orientar al equipo de mercadeo, promoviendo el desarrollo del talento, la colaboración y el cumplimiento de objetivos.
-Definir y gestionar el presupuesto anual de mercadeo, velando por una asignación eficiente de recursos y la maximización del retorno de la inversión (ROI).
-Coordinar la ejecución del plan anual de mercadeo, asegurando la coherencia entre campaóas, comunicación corporativa e imagen institucional.
-Fortalecer la imagen corporativa y la reputación de marca, garantizando la consistencia visual y comunicacional en todos los puntos de contacto con el cliente.
-Fomentar la colaboración interdepartamental, especialmente con las óreas de Ventas, Operaciones, Tecnologóa y Talento Humano, para asegurar la sinergia entre estrategias.
-Dirigir y supervisar la ejecución de campaóas publicitarias en plataformas digitales como Google, Facebook, Instagram, TikTok y YouTube, entre otras.
-Monitorear y analizar los indicadores clave de desempeóo (KPIós) de las campaóas y proyectos de mercadeo, generando informes periódicos para la toma de decisiones.
-Administrar y mantener actualizado el sitio web corporativo, asegurando su correcto funcionamiento, contenido y posicionamiento.
-Coordinar la producción y distribución de materiales publicitarios y promocionales (POP), asegurando su coherencia con la identidad visual de la marca.
-Dar seguimiento al cumplimiento del plan anual de mercadeo, evaluando avances, resultados y oportunidades de mejora.
-Apoyar en la gestión de proveedores externos, como agencias, medios y consultores, garantizando calidad, cumplimiento y eficiencia en los servicios contratados.",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/374080_jefe-a-de-mercadeo,,Mensual,,,"- Mónimo 5 aóos de experiencia en roles de mercadeo, con al menos 3 aóos en posiciones de liderazgo.- Experiencia comprobada Marketing Digital, especóficamente en la en la implementación y optimización de campaóas (Google ó Meta).- Experiencia avanzada en marketing digital, con enfoque estratógico y operativo.- Gestión de campaóas publicitarias en Google Ads y plataformas de Meta (Facebook e Instagram).- Anólisis de datos y mótricas de rendimiento mediante Google Analytics y Meta Ads Manager.- Interós y capacitación constante en marketing digital, inteligencia artificial,",Licenciatura,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,"Santa Ana, San Jose, Costa Rica","Santa Ana, San Jose, Costa Rica","Santa Ana, San Jose, Costa Rica"
,Cajero(a) / Vendedor(a),0,0,1,"Bachiller de secundaria.
Experiencia en ventas, servicio al cliente y trabajando como cajero (a).
Extraordinario trato y comunicación.
Disponibilidad y flexibilidad de horarios.
Manejo de paquetes de computo.
Acostumbrado a laborar por resultados.",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/374042_cajero-a-vendedor-a,,Mensual,420000,420000,Requisitos del Puesto,Bachillerato Secundaria,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,Costa Rica,Costa Rica,Costa Rica
,PROMOTOR DE VENTAS (Display),0,0,1,"* A comodar mercaderóa, tiendas de cadenas de supermercados y tiendas de departamento.
* Conocimiento del GAM & Zonas Rurales
*  Manejo bósico de Outlook, PDF, Excel, Word, disponibilidad para salir fuera de la GAM",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/374073_promotor-de-ventas-display,ejecutivos@multivex.com,Mensual,390000,390000,,Colegio / Academia,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,"San Jose y sus alrededores , San Jose, Costa Rica","San Jose y sus alrededores , San Jose, Costa Rica","San Jose y sus alrededores , San Jose, Costa Rica"
,Asistente bodega con conocimientos contables,0,0,1,"Realizar notas de credito, debito, revisión de facturación para despacho de productos.
Dar apoyo a las labores administrativas de la bodega.",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/374013_asistente-bodega-con-conocimientos-contables,,Mensual,400000,400000,1 aóo,Estudiante,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,"San Francisco de 2 Róos, San Jose, Costa Rica","San Francisco de 2 Róos, San Jose, Costa Rica","San Francisco de 2 Róos, San Jose, Costa Rica"
,Export Assistant,0,0,1,Apoya al órea de exportaciones en la tramitologóa requerida para el envóo de productos al extranjero.,,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/374083_export-assistant,,Mensual,,,Al menos 2 aóos en puestos similares,Bachillerato Universitario,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,"Alajuela , Alajuela, Costa Rica","Alajuela , Alajuela, Costa Rica","Alajuela , Alajuela, Costa Rica"
,Asesor de Admisiones,0,0,1,"Brindar asesoría acadómica y matricular a nuevos prospectos por medio de la contratación a travós de las diferentes herramientas brindadas, con el fin de lograr una gestión optima en servicio y desempeóo generando las matróculas de nuevos ingresos que permitan alcanzar las metas establecidas de su puesto en cada periodo y carrera.",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/374084_asesor-de-admisiones,,Mensual,,,- De 1 a 3 aóos como vendedor(a).,Bachillerato Diversificado,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,"Escalante, San Jose, Costa Rica","Escalante, San Jose, Costa Rica","Escalante, San Jose, Costa Rica"
,Ejecutivo de Soporte Nivel 2,0,0,1,"ó	Atender y dar seguimiento a los clientes por cualquiera de los canales de comunicación disponibles.
ó	Apoyar en la solución de reportes dentro del rango de acción asignada.
ó	Escalamiento de casos.
ó	Seguimiento de procedimientos establecidos en la atención y manejo de casos.
ó	Documentación de casos, soluciones y generación de reportes a sus supervisores.
ó	Visita a clientes para estudios técnicos.",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/369706_ejecutivo-de-soporte-nivel-2,,Mensual,,,,,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,Costa Rica,Costa Rica,Costa Rica
,Mercaderista Limon,0,0,1,"-Abastecer las góndolas y exhibiciones de manera eficiente y de acuerdo a los lineamientos de ejecución impartidos por el cliente.
-Cumplimiento de ruta establecida
-Responsable de la reposición de producto desde la Bodega de la tienda hasta Piso de Venta y de manera exclusiva para el portafolio de productos del cliente.
-Función y/o Responsabilidades del puesto",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/374090_mercaderista-limon,,Mensual,367000,367000,,Sin Estudios Formales,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,"Limon, Limon, Costa Rica","Limon, Limon, Costa Rica","Limon, Limon, Costa Rica"
,Mercaderista Puntarenas,0,0,1,"-Abastecer las góndolas y exhibiciones de manera eficiente y de acuerdo a los lineamientos de ejecución impartidos por el cliente.
-Cumplimiento de ruta establecida
-Responsable de la reposición de producto desde la Bodega de la tienda hasta Piso de Venta y de manera exclusiva para el portafolio de productos del cliente.
-Función y/o Responsabilidades del puesto",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/374091_mercaderista-puntarenas,,Mensual,367000,367000,,Sin Estudios Formales,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,"Puntarenas, Puntarenas, Costa Rica","Puntarenas, Puntarenas, Costa Rica","Puntarenas, Puntarenas, Costa Rica"
,Inspector de Calidad,0,0,1,"El Inspector de Calidad verifica el cumplimiento de los parómetros de calidad e inocuidad en los procesos productivos, aplicando diferentes pruebas a los equipos y productos desde el inicio del proceso y hasta el final y realizando inspecciones oculares a la materia prima y materiales de empaque.
Verifica la calidad e inocuidad de los procesos productivos.
Verifica el ingreso de las materias primas.
Verifica el ingreso de los materiales de empaque.
Realiza liberaciones de lóneas por alórgenos segón PPR de alórgenos.
Verificar las condiciones de los equipos de carga y descarga de materiales y producto terminado.
Realiza los reportes de materiales y/o productos no conformes, desviaciones de proceso y/o cualquier otro incidente que atente contra la calidad e inocuidad.
Realiza los anólisis de cloro en agua potable, cumpliendo la frecuencia establecida.",,Tiempo Completo,Costa Rica,2026-01-25,Indistinto,external,https://empleos.net/puesto/374071_inspector-de-calidad,ccienfuegos@prosnacks.com,Mensual,,,,,,,https://empleos.net/images/EmpleosNet.png,2026-01-25,Costa Rica,Costa Rica,Costa Rica
